Item ID,Sentiment,SentimentText
923,4,"@sureshpprabhu @RailMinIndia  trains in the bbs-tig route are late by minimum 2 hrs for a long time,may we know why sir? #much_difficult"
924,4,"@RailMinIndia sir t.02396 AC is not working, PC is not their, it is delayed by 1hr40mi plz do something or plz don't start any special train"
925,5,@RailMinIndia reservations date on which we have to go is 26 June16.so plz reply as soon as possible...Thanks to railway.
926,5,"@RailMinIndia @sureshpprabhu @GM_NRly: R you sure agents are not bkng tatkal tckts at 10AM.. 12424, 248 3AC + 80 2AC booked in jst 2-3mns"
927,0,"no water supply in basins for the hast 7 hours,contacted tt but all in vain pnr no 4512791357"
928,5,RailMinIndia Dear sir PNR NO.2337832847 train no.15622 from Chapra to New Bongaigaon still showing Waiting list i… https://t.co/hSQNKp84Nm
929,5,@RailMinIndia why can't we make bookings on the app between 8AM to 12PM? I am a frequent traveller and will enable us to book Tatkal tkts
930,7,@RailMinIndia @mistuni @IR_ENHM @IR_EDMECHG @crseecor17 Officials concerned communicated about the issue @srdmewat
931,0,@RailMinIndia @sureshpprabhu  Unbareble smell in ES 1 couch of 16517.
932,4,@RailMinIndia I missed my connecting train(12525) due to delay in first train(12318) on 8th june 2016. Irctc is refusing refunds. Pls help.
933,5,"having ticket conflict, contacted ticket collecter, but all I vain. Pnr 4512791357"
934,4,@RailMinIndia why train no. 12183 is made unnecessarily delay
935,5,"@RailMinIndia From couple of months, Tatkal reservation is failing post online payment. This causes unrest &amp; trouble among passengers. (1/2)"
936,0,"@RailMinIndia PNR 2861119352. Pantry supplied pathetic food. Also, no water in toilet. And, this is the Rajdhani :( Unable to reach 138."
937,7,"RT @IndiaBTL: Glad to inform &amp; confirmed from multiple sources, the newspaper was not distributed by railways officially, but cou… "
938,5,"@IRCTC_Ltd @RailMinIndia I'm on general ticket counter on NHH STSN and clerk says tkt will be given 30 min before train arrival,is it rule?"
939,6,@sureshpprabhu @RailMinIndia after longtime i am traveling in train.. vry neat and clean suprb service.thank u sir??????
940,3,@sureshpprabhu @RailMinIndia when i asked catering team y r u selling in higher prices they told extra money is given to higher officers
941,4,@RailMinIndia see this drug addicated lady abusing my mom at plateform no 4 plz help https://t.co/ld33XhTYNm
942,3,@RailMinIndia @GMSWR 17318 Hubli express. Ordered thali in 2AC. Watery bhaji and watery dal. Thick Rotis and low quality rice. For Rs.110/-
943,0,"@RailMinIndia sir there is no water in coach. Can you pls do the needful.    PNR:6553140020,"
944,3,@sureshpprabhu @RailMinIndia There has been no improvements on food quality over the time and it looks forced to buy that food
945,4,"""@RailMinIndia I want to draw your attention about train running late. I've reservation on 13006 train. Yday this t… https://t.co/OEeuzFeHgh"""
946,0,@sureshpprabhu @narendramodi @RailMinIndia Most dirt in Railways come groundnuts (moongfali) waste and food waste. Plz make railways clean
947,3,@RailMinIndia @sureshpprabhu no food no water tckt charged filthy bt suvida is worst than a summer spl dis service is pethetic train 05514
948,6,RT @MaheshLPatil4: @ACMBCT2 @savehitesh @drmbct @DVPravasi @RailMinIndia @WesternRly @PiyushGoyal @PMOIndia @narendramodi @srdombct De… 
949,4,"@RailMinIndia why before 8 am, most tickets of latest date of ticket booking i.e.8th Oct 2016 has been sold out?"
950,0,@RailMinIndia @drmbsbner @IR_ENHM @drmhowrah @cleanmycoach I did massage to 58888 but Noone replied yet pls sir I w… https://t.co/VOmlWWbtum
951,6,@RailMinIndia Enjoyed awesum Jurny frm MFP to ALJN  n paid 3800 fr 3AC instead of 1300..incredible Indian Railway n Prabhu g
952,2,"@RailMinIndia @sureshpprabhu my mther suffering from cancer stge 4,have to go TMH MUMBAI.pls hlp me to get cnfrm brth PNR 2118329361 TN12138"
953,1,"@RailMinIndia PNR-4320339380, coach attendant misbehaving with passengers on asking for pillow for RAC passenger, snatched pillow from me."
954,5,"@sureshpprabhu @railminindia Sir,Sent refund claim appl with TDR to Chief Comm Manager(Refunds),SERon 22Dec2014. No refund received yet."
955,4,@RailMinIndia sir i travel train 04416 this train no water no clear no any suvidha or train strat on time ftom ndls now 2 hours late.
956,0,"@RailMinIndia @drmmumbaicr @gm_crly Tweet No 4, First Mumbai showers have made havoc, as usual. Train stuck at Matunga. Made In India."
957,5,@RailMinIndia @sureshpprabhu 2/2 I have an interview to attend on 13th June please help me sir please sir I can't afford any other mode plz
958,4,@RailMinIndia @PiyushGoyal @PMOIndia 59441 runs late daily between surat to ankleshwar &amp; onwards. Request to do needful.Any doubt check NTES
959,6,@rpfsrtpj @drmmadurai @RailMinIndia @rpfsrly Thanks a lot for your prompt respons. Much appreciated.
960,6,@RailMinIndia @sureshpprabhu  Cleanliness across all stations of from Coimbatore Tiruppur Erode Salem Jolarpet witnessed. Happy. But speed?
961,0,@sureshpprabhu @RailMinIndia whole coach B1 is suffering in train no. 18510 which just left Hyderabad. Please take some action immediately!
962,6,@RailMinIndia @sureshpprabhu Escalator is bad idea: costly installation &amp; maintenance; potential danger of safety &amp; corruption!
963,4,@Vaibhav70569723 @PiyushGoyalOffc @RailMinIndia Hold up at jaipur due to non acceptance from Agra division @SrDOM_Agra
964,5,@RailMinIndia @sureshpprabhu @drmmumbaicr  Please help me to get PNR 8535189763 confirmed as traveling with old parents &amp; months old baby
965,1,@sureshpprabhu @RailMinIndia Younger sister traveling alone frm NGP to VZM. No RPF security personnel on board. Train No 19453
966,0,@RailMinIndia can give you few pics of washroom.Experience was completely spoiled after great experience in sampoorna kranti.
967,0,@RailMinIndia PNR 6252057607 train no. 14649..S7 -47 coach doesn't  have lights.....coach overcrowded. ....plz do smething...Mo..8858623000
968,3,@RailMinIndia Varanasi Bound Running shivganga exp 12560 Vendor are selling mineral water other than rail neer. Iceling and pawan brand sold
969,4,@RailMinIndia Why trains are running late even from source station..... PNR 2419148498
970,7,"@RailMinIndia @NeharikaSadotra Mam, u r bag could not be traced despite best efforts. Thanks for calling us."
971,1,@sureshpprabhu @RailMinIndia my father inlaw Mr.Debendra mohanty working in balasore railway station in booking dept has lost his promotion
972,3,@railminindia sir my ecatering order is not delivered in nasik road.i want to make complain https://t.co/LnXXWCzEUF
973,3,"@sureshpprabhu @RailMinIndia -Train No 22461,B9Selling local water bottle in train Rs20/-.Print Rs15. RAILNEER NOT AVAILABLE.PLEASE LOOK."
974,6,@RailMinIndia  @sureshpprabhu  can't we restrict unauthorized person to enter in reserved classes of train..
975,4,Booked goods as luggage on 15 Nov from #Jalpaiguri from @RailMinIndia  to be sent to #Jammu. Goods still not despat… https://t.co/xf2DO1uwvo
976,6,@RailMinIndia @khushalvakharia That’s poor railways.poor very poor. ✌️✌️✌️✌️
977,1,@RailMinIndia  rt now I am in train no 12401 pnr no 6452482046. my wife's hand bag stolen. i lost my all medicine. we both are patient.
978,5,"@RailMinIndia : Booked ticket for relative PNR:2417263354.Filed TDR as he didn't travel. Got rejection reason ""PASSENGER HAS TRAVELLED"".how?"
979,3,"@RailMinIndia need water for drink,no water bottle available in train plz help...this passenger with her family     2601697248 S8 77"
980,5,@RailMinIndia Kindly conduct routine ticket checking passenger train between saharanpur to Delhi.via meerut..lost of people without ticket
981,1,"@RailMinIndia @sureshpprabhu Grp of ppl(with help of police) capture first part of general bogie of today's train 12554, can u do smthng"
982,0,@RailMinIndia Train cleaners onboard 11086 Goa-Mumbai double decker just emptied waste bags from running train near Vikhroli in Mumbai
983,1,@RailMinIndia @sureshpprabhu  I have lost my baggage in train and rail police refuse to file FIR. The material inside bag worth 1.8 Lakhs!!!
984,3,"@sureshpprabhu @RailMinIndia Just had dinner at 12302 B9 36 &amp; 37. Very poor quality of food,when asked for the menu I was told it's the same"
985,3,"@RailMinIndia railway vendor in sampark kranti selling sprite cold drink for RS 40 but it's mrp is RS 35,"
986,6,@RailMinIndia @TVC138 Thank for your reply
987,7,"RT @DRMbhopal: @RailMinIndia @sanjaygupta2012 Train already departed Itarsi , Matter forwarded to concerned @BhusavalDivn"
988,6,RT @swabhimani1: We are thankful 2 on behalf of The People of… 
989,6,RT @DOTrPH: READ: Construction of Manila-Clark Railway project to start soon. The contract for the construction supervision and…
990,4,@sureshpprabhu ??train arrived DDN at 8:45am i.e 1hr late but NTES shows no delay.????#FalseInfo @RailMinIndia https://t.co/C1atSNd7EG
991,0,"@RailMinIndia Boarded train number 04416, starting from new delhi station. B2 compartment is completely dirty. https://t.co/RDUd17zIix"
992,6,@sureshpprabhu @RailMinIndia aadhar will help Railway in many ways. During accidents and other incidents plus you have the perfect info of
993,6,RT @ErGKSWAMY1: @seevivekhere Ask them to join @airef_official  under the dynamic leadership of @AirefPr @airef1234 and fight for j…
994,4,@RailMinIndia the western railways in Mumbai are delayed by 20min and is halting between stations for long intervals due to 20min rains??? ??
995,6,@RailMinIndia  sir trn me LED light kyu nai lgwaya aapne ??
996,0,@RailMinIndia SirPnr 2763195241 B7 seat no 15 train no 22694. There is no one to listen for increasing AC temp. We are feeling cold.
997,4,"@AshwaniLohani sir,12303 ex_01 Dec. started 13 hr late further delayed by 20 hrs while reaching Ald. Req help to re… https://t.co/B0JBeZrk6m"
998,1,@RailMinIndia pls advised me what to do my railway tikit stolen for tomorrow journey. How can i travel. I got them from window of jaipur sta
999,0,"@RailMinIndia @sureshpprabhu Sir my train no. 12186 coach no. Is S2,6 is and my seat is near toilet and its very dirty and nasty."
1000,6,@RailMinIndia kindly provide tea in kulhad instead of plastic glass
1001,3,@RailMinIndia we r facing problems regarding water bottles carrying by vendors they r not carrying rail neer 12566 train no. 9316822578 cntc
1002,0,"@RailMinIndia dear sir AC not working in B2 coach PNR:6552593480,TRAIN:13239,DOJ:09-06-16"
1003,5,@PiyushGoyalOffc @eastcoastrail @PiyushGoyal @RailMinIndia @drmadiwr @PiyushGoyal @IRCTC_Ltd ajmer exp Some people… https://t.co/5diN9Trtk0
1004,5,@RailMinIndia  Sir der is a problm regrding cancllation for  ticket PNR- 2218747109 .I have mailed 2ur deprtmnt 1 hr b4 deprture of d train
1005,5,@sureshpprabhu @RailMinIndia @drmhowrah help about failed Transaction(Trans Id-100000528040706)after booking ticket https://t.co/mH2HvZzVOI
1006,6,RT @Parsikpravasi: @RailMinIndia @rajtoday @Akkibhatkar @Shrikant2025 @ThaneMt @thane_now @MumbraKiAwaam @PiyushGoyal @mumbairailusers… 
1007,6,@DRM_BVP @ARM_SRC @drmkgp @RailMinIndia @sdmebvp1 Cleaning staff is now cleaning coach's floor in regular intervals.
1008,1,"@RailMinIndia This Guy is missing on Tuesday Name-Avinash Singh,Age - 23Plz help to find out 7873737047 9938178192 https://t.co/PtJDOF0vSg"
1009,6,@RailMinIndia @sureshpprabhu tiger xpress looks amazing..thought prices are bit on higher side..https://t.co/VApia59DCN
1010,3,@RailMinIndia Hpy 2 gv clniness review on trn bt stl wter btls being sold at 20 instead of 15. No railneer avlbl at Agra Mathura jn.
1011,4,@sureshpprabhu @RailMinIndia @Bharatsingh_BJP evry mnth I remind abt a project inaugurated by suresh ji himself in Ballia. Home of late. PM
1012,5,@RailMinIndia train will arrive here in 1 hour please do something so that the ticket do not get alotted to another person please help
1013,5,@Railminindia sri @sureshpprabhu sir Tatkal reservation me dalali pratha kab band hoga sir?janta trast aur aap mast kyo sir?
1014,3,"@sureshpprabhu @RailMinIndia Sir think of changing menu in NDLS-BCT/NZM-BCT Rajdhani. Since long same Veg, NV meal &amp; snacks r being served."
1015,0,@sureshpprabhu @RailMinIndia  PNR 8535486976 dirty and used blanket and used bedroll given no one is responding very bad
1016,6,@PiyushGoyal @RailMinIndia @GMNCR1 @gmncr https://t.co/fL0c1tSAk4
1017,1,"@RailMinIndia @sureshpprabhu PNR 6453100123 bag lost wid all valuables, docs, money, clothes.@DrmJhansi GRP denied FIR at jhansi. Pls hlp"
1018,4,@RailMinIndia @sureshpprabhu I am on lucknow stn. For 12565 no announcements for delay. #frustrated
1019,6,@sureshpprabhu  @RailMinIndia - @KonkanRailway has amazing environment-friendly intitiatives - Deccan Herald https://t.co/Vsn5iA0DzO.
1020,6,"@DRM_BVP @ARM_SRC @drmkgp @RailMinIndia @sdmebvp1 Respected sirs, Thank you for quick action and response. I Rahu… https://t.co/noP1iP8E3n"
1021,5,"@RailMinIndia Pnr 2647132031, called up 5 time but no response from @IRCTC_Ltd executive are fulls they dont know what to answer. Prabhuji"
1022,0,"@RailMinIndia No water in B1,B2,B3,B4 coaches in Train no 12550."
1023,0,@RailMinIndia in train18234 fan not working. coach s5 seat no.6 .help please
1024,6,@sureshpprabhu @RailMinIndia really disappointed sir :( any suggestions? https://t.co/HCBidpYy48
1025,5,@RailMinIndia my ID for IRCTC been blocked and I am trying all ways to unlock it and no help.after a long time I wanted to use rail but no
1026,0,@RailMinIndia I'm travelling by ltt vskp express in second AC A1. Coach cleaning was not don properly can see dust https://t.co/sCMte3t7Qx
1027,0,"@RailMinIndia trvlng in Upasana exp fm Ddn 2 hwh, never seen such dirty train. Toilet stinking n water continus falng fm tap. Dustbn ovrflwn"
1028,0,@sureshpprabhu @RailMinIndia at thanesar city TNDE temp 45 C and no water in the water cooler please do something https://t.co/qz28wp9AVL
1029,0,"acs not working ,pnr 4512791357, tt not responding positivelt, what do we pay for "
1030,1,"@RailMinIndia @Chandan05750077 Sir, FIR lodged by GRP/Nagpur vide Cr.No.00/16 U/S 379 IPC has been transferred to GRP/Mughalsarai."
1031,6,@RailMinIndia Sir also gv.  Tr. In this way .these tr. Pass. But not come in track .last 4 yrs. https://t.co/J4we7suzbr
1032,5,@RailMinIndia Did not receive refund for failed and canceled tickets on 22nd May. Transaction ids are 100000514877723 and 100000514877729
1033,5,@RailMinIndia Tried to book Tatkal twice on IRCTC last 5&amp;6 June(15960)Faced EXTERNAL MESSAGE ERROR aftr faild trnsctn.Pls upgrade the server
1034,6,@sureshpprabhu @RailMinIndia very strict rules n monitoring require 2 maintain cleanliness @ Platforms. Specially in Mumbai. All r spitting
1035,0,@RailMinIndia @sureshpprabhu water scarcity in rail town chittaranjan also please help people there
1036,5,@sureshpprabhu @RailMinIndia tdr filed on jan14 but didn't get refund yet pnr 4158551854 slill showing under process https://t.co/ZrUci1cYGx
1037,0,@sureshpprabhu @RailMinIndia only 1 paid toilet on parbhani rly station &amp; it was also closed fr morning. Where to go ladies for toilet?
1038,4,@RailMinIndia @sureshprabhubjp 12944 is getting late by late...my parents will miss ap exp at jhansi please do the needful..
1039,4,@RailMinIndia for no reason 18625 patna hatia witheld at ranchi jn since 45 min. .plz do chk
1040,5,"@sureshpprabhu @RailMinIndia Sir I'm unable to cancel tckt, PNR: 8403941958.Boarding stn is NDLS &amp; chart hasn't been prepared. @IRCTC_Ltd"
1041,0,"@sureshpprabhu @RailMinIndia PNR:4319844232, TRAIN:09457, SANDESH R NAYAK+3,S3 5,6,7,8. Worst toilet maintenance ever seen in any train."
1042,0,"@RailMinIndia @sureshprabhu we n Train12472/25. AC 2, Neither the AC is working nor we have basic amenities. What do we do? And hot too..."
1043,5,@sureshpprabhu @RailMinIndia PNR 2864288646 Train status: Running yet chart not prepared. Waiting for confirmation since longFacing trouble.
1044,5,@RailMinIndia I'm sending u my irctc msg that I received after booking ticket .hoping that u might take some action in this matter
1045,0,@RailMinIndia @drmmadurai - Water pipes in Ramanathapuram Railway Station (RMD) is damaged . Passengers suffer without drinking water supply
1046,0,"@sureshpprabhu ,@RailMinIndia ,even at Gwalior no action for cleaning the A1 coach  of train no.12643."
1047,3,"@RailMinIndia Eatables are sold at Railway platforms at much higher cost than MRP e.g., Water bottle MRP Rs. 15 but sold @ Rs. 20. Pl contrl"
1048,5,@RailMinIndia @sureshpprabhu you hav 2 ans sir. Why IRCTC fails?  It makes me frustrating now. How could I go 6 hr journey with general tkt.
1049,6,@DrmChennai @RailMinIndia It is not applicable in other xonal Railway
1050,0,@sureshpprabhu @RailMinIndia travelling in 12481 AC Chair car. The condition of the coach is too poor. All the seats require replacement
1051,4,@RailMinIndia plz kya rakdhni express nagpur waali 15 mnts k liye delay kar sakte hai.....
1052,7,@mistuni  Kindly share PNR number. Matter forwarded to the concerned officials @Drmwat_ecor @IR_ENHM @IR_EDMECHG @crseecor17
1053,6,@RailMinIndia plz Start unique scheme PM Rail vikas Yojna and connecting each other Indian city with Rail network
1054,4,@RailMinIndia Train 12584 is late frm ANVT. No announcement and no info to passengers.139 is not able to answer about it
1055,3,"@RailMinIndia @drmdelhi: 2419126211,No cold water bottles in Shtbdi.Attndt sys wait 1hr, aisi aati hai.Y shd i hav to wait or pay 2 rlwys..."
1056,3,@sureshpprabhu @RailMinIndia it has become a common practice by vendors at all railway stations to charge ?5 more.. https://t.co/m8peFAuFen
1057,3,"@RailMinIndia Sir,I think by using irctc railway making fool to passengerAt the time of booking they are giving option for food but ..."
1058,0,@RailMinIndia  Audio system at Charbagh railway station is very poor. No announcement can be  heard clearly.
1059,3,@RailMinIndia train no 12237 varanasi to jat getting 10rs tea and 120rs per veg thal does irctc practices these rates of catering ?
1060,6,@Parsikpravasi @BeyondThane @RailMinIndia @rajtoday @Akkibhatkar @Shrikant2025 @ThaneMt @thane_now @MumbraKiAwaam… https://t.co/HPBRxagjsr
1061,7,@RailMinIndia @DevKuma35104438 @IR_ENHM Kindly share your correct PNR for further action.
1062,4,"@RailMinIndia marudhar exp is 6 hrs late, have to catch ala hazrt exp in Jaipur which is also late, will miss ala by 5-10 min.Plz help."
1063,3,@sureshpprabhu Wonderful food being served in the train.  There is no mechanism to dispose of the waste.  Plastic plates etc. @RailMinIndia
1064,4,@sureshpprabhu @RailMinIndia  Train No- 12396 running damn inordinate late &amp; passengers are exhausted completely .pl do the needful asap !
1065,4,"@RailMinIndia  how can one faith on Indian rail , dealy up to 5 hours ...can anyone explain the reason for delay.Hope for a reply from GOD"
1066,4,@drmbct @RailMinIndia @TVC138 @IR_EDMECHG @crsechgsrly @CCRBCT @srdmebct The train has stoped at navsari platform but no one is here to see
1067,5,"@RailMinIndia @sureshpprabhu  pnr no2546970196,travelling with RAC ticket. There are too many without ticket are travelling.I m still on RAC"
1068,5,"@RailMinIndia In  Phaphamau railway station ""the staff of ticket booking are very lazy and irresponsible ,need some concern there sir.."
1069,7,"@RailMinIndia @VivekVe76991318 @drmsee1 Noted sir, Matter fwd to @drmbsbner"
1070,5,@RailMinIndia pnr- 6149308733. RAC birth allotted. Any chance of getting confirm birth? TTE says no birth vacant. Foul play suspected.l
1071,0,"@sureshpprabhu @RailMinIndia train 17302 coach S2 suffering frm bad smell coming out through toilet, wil b reaching dawangere next. Pls help"
1072,3,@sureshpprabhu @RailMinIndia @Rajeshbhargav19 Water cooler of platform no 4-5 also not running. MCB is Down.Plz see https://t.co/JfCGvztROc
1073,1,"@RailMinIndia, no police patrolling in 17037. Suspicious people(thieves) jumped before ADI.Pantry car people selling water at more than Mrp."
1074,4,@RailMinIndia sealdah rajdhani 1 n half hour late ...20 m to 6 PM bt still nt train in platform
1075,6,"@sureshpprabhu , @RailMinIndia  so  much load for Plate form ticket Only one window operating at New delhiPathetic https://t.co/lzyTBrLCow"
1076,3,"@RailMinIndia Sir rail neer in platform charing us 20 rs ,place: madurai jn platform 1. The reason they are saying it is outside kiosk price"
1077,0,@RailMinIndia  sir there is no water in train toilets &amp; toilets are not cleaned in train no 12628. Now at DAUND JN
1078,5,@RailMinIndia Thanks for the reply ..:). PNR-4138201979.
1079,0,@RailMinIndia Sir i journey by train 12355 in S-7 coach water not available please filling water in S-7 PNR NO.6208277709
1080,4,@RailMinIndia - 14308 arrived Shahjehanpur at 7:30 PM but rail cris shows 56 minutes delay from schedule time 6:50 PM. Why false information
1081,0,"@RailMinIndia PNR:6253063718,TRAIN:15909 with 2 children train fully occupied by unauthorized passengers that we cannt able to go to toilet"
1082,0,"RT @KaliaAjit: Sir. I am travelling in coach D-2 seat no. 22,23 in 12498 Sorry to say that wastewater of washbasen is coming into… "
1083,4,"@RailMinIndiasir, the train no. 22488 from ndls to jogbani (bihar) is running late 7-11 hours daily, please  instruct to regulate it."
1084,4,@RailMinIndia Why the train no 12502 has been delayed by more than 3 hours at the source making it difficult to board by 3AM.
1085,4,@RailMinIndia No progress.. I'm tweeting again again but there is nighter any solution nor any reply... 16 ghate ho gaye 7 ghante aur hain
1086,1,@RailMinIndia non compliance of rule at delhi railway station by policeman ajay kumar....he is leaving people without scanning goods
1087,5,"@RailMinIndia ?? ??xerox ???? ?? ??? ???? ??? ?? ? ?? ??? ??? ??,????? ticket ??????  ???? ??? ???, ????? ???? ??????? ???,????,08305008854"
1088,0,"@RailMinIndia, Travelling in train Number 15656, S4 Coach, No water in toilets since morning. Plz help. Train has reached Shamstipur Jn."
1089,3,"@RailMinIndia I placed an order on Food-on-Track &amp; made the payment online. Neither the food was delivered, nor a refund was made. Help!"
1090,5,@RailMinIndia @sureshpprabhu sir my pnr no 6153212316 train no 22811 BBS Rajdhani I have waiting list 1 plz help me in getting a berth 1/2
1091,4,@RailMinIndia bhopal by 2.40hrs.and arrived at jhansi at 2.18hrs. And now it is going to much late as it is moving towards Lucknow.Pls check
1092,5,@RailMinIndia -this guy at Raipur st. (CG) denied to give me ticket and also told other staffs to not give me ticket https://t.co/0DVentRWFC
1093,4,@RailMinIndia @sureshpprabhu @TheDarjChron sir plz make sure that dhr is not neglected cz later it might become a parking lot
1094,3,"@RailMinIndia, here at palanpur Gujarat , vendor name: vasu mal amul parlour I got amul masti dahi for ?25 (1/2)"
1095,0,"@RailMinIndia ,Traveling in 12512 , S4 coach, toilets are not clean , ladies are not able visit toilets"
1096,0,@RailMinIndia @sureshpprabhu - train delays and very dirty lavatory area. expected better after 2 years in ministry https://t.co/mRsgOmOEC3
1097,0,"@sureshpprabhu @RailMinIndia Suvidha Delhi Barauni Express Train No - 04416No water in toilets, dirty toilet. Plz helpPNR:2765201732"
1098,3,@sureshpprabhu @RailMinIndia cannot connect WiFi at chennai central and vendors selling at more prices than displayed on platform no 2.
1099,4,@RailMinIndia @GM_NRly 04403 anand vihar Haridwar express stopped @ sahibabad rly stn since 30 Min. Pls do something.
1100,5,@RailMinIndia Hello sir.myself a common man .I would like to bring to your notice it's high time for tatkal procedures to be revamped.
1101,5,@RailMinIndia  TODAY I AM BOOK TO TICKET IRCTC SERVER IS NOT WORK TO SHOW TO SITE IS NOT RECHABLE WHY SITE IS NOT OPEN TO IN LAST TWO DAY
1102,6,@SirDebasis @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndia @Central_Railway Pure bullshit..
1103,4,@RailMinIndia @nerailwaygkp train no. 12492 is delayed by more than 2 hr in between of Burwal junction to Gonda junction.
1104,5,@sureshpprabhu @RailMinIndia I m from Kolkata but stuck in patna with my kids..not able to book tickets from tatkal quota even
1105,0,@sureshpprabhu @RailMinIndia No water supply in toilets and lavatory coach G 10 train no 12216. TTE helpless.PNR-8347396494
1106,3,@RailMinIndia my pnr no.2217356121. pantry charging 20rs for water bottle which has printed rate of 15
1107,5,"@RailMinIndia PNR 6153093742,TATKAL tick of RS 2196 for distance 231 Km &amp; traveled without BED ROLL.Attendant non cooperative and arrogant"
1108,5,@RailMinIndia @sureshpprabhu my train ticket is this. Train time is 02.30am from sadulpur jn to shriganganagar jn.. https://t.co/tvV6FtP9FC
1109,6,RT @RailMinIndia: During April - November this financial an incremental loading of over 32 Million tonnes has been achieved. Against… 
1110,3,"@RailMinIndia @sureshpprabhu Please supply only rail neer or branded water in train and station both, vendor are charging Rs.20/bottle."
1111,7,@surykantverma07   Kindly share PNR number.
1112,4,@RailMinIndia train 12833 date 3.12.2017 is in correct time or delayed plz inform me because I got some msg but no update online
1113,0,@RailMinIndia Hi. Train no 22639 Allepey express coach s9 toilet tap broken and not cleaned. Please take necessary action.  Thanks
1114,1,"@RailMinIndia @ShilpaDakle Sir, FIR has been lodged by GRP/Palghar vide Cr.No. 10/16 U/S 379 IPC."
1115,6,@sureshpprabhu @RailMinIndia doing great work but the people needs more and the passengers also should help railways for cleanes  of coach
1116,0,@RailMinIndia AC of HA1 is not working in 12368 vikramshila express.. Drenched in sweat.. Please help!!!
1117,3,@RailMinIndia @sureshpprabhu ji aaj Lucknow me water point start hua or aaj 11 baje se Lucknow station pr pani hi nhi h. Public pyasi.....
1118,4,@RailMinIndia @WesternRly adi-ptn dmu never comes on time. It always runs late by 01 hrs in noon. Consider our train as primary route.Thanks
1119,5,@RailMinIndia Sir today i have gone to Palam Ticket Counter and ask for 3 ticket on different date they told me 1 ticket is issued for one
1120,0,"@RailMinIndia @sureshpprabhu TRAIN NO 12177, PNR 6153059588,Train departed from HWH junction but water didnt filled in any boggy.No water."
1121,0,@RailMinIndia @sureshpprabhu snacks served in shatabdi from Ahmedabad to Mumbai not fresh. It's smelling. https://t.co/fuvrKtqFYj
1122,7,@Sunnykumarjee @Central_Railway @RailMinIndia For updated information please call 139.
1123,4,@RailMinIndia @BhusavalDivn May I expect Reasons before I get down from this train at Thane or may I expect after c… https://t.co/uMa1BYqksY
1124,5,@RailMinIndia Sir plz clarify if No Berth opted for a child passenger but half fare paid..Is the child entitled to meals like copassengers
1125,7,@drm_moradabad @DArpitBhargava @WesternRly @sureshpprabhu @PiyushGoyal @IndianRailMedia @RailMinIndia Matter has been already forward
1126,4,@RailMinIndia UTS application not working properly. Taking wrong birth Date. Nt giving alerts after expired of pass. Taking next days date.
1127,0,@RailMinIndia traveling from.amarpali express no water in toilet.called so many time 182 BT call nt https://t.co/uhxu0rwgca s7
1128,7,RT @mmalavec: #Win $50 Amazon #BookTour #Giveaway #BookBoost #Paranormal #Romance #Wolf #Shifter #PNR #EmiliaHartley https://t.co/mCGb3SdXGn
1129,0,@drmvijayawada @RailMinIndia @RupSgsits @ed_eeg @drmsbc Sir same intimated to ongole platform electrical staff for rectification thank u
1130,2,"@RailMinIndia  my mther suffering from cancer stge 4,have to go TMH MUMBAI.pls hlp me to get cnfrm brth PNR 2118329361, TN12138"
1131,5,@RailMinIndia...13134 coach no. B1.....20-30 people without ticket are in this coach....jbrdsti baith rhe...tt ki bt v nhi man rhe...
1132,0,@RailMinIndia @DRMbhopal @IR_ENHM Thanks. Cleaning staff did not come till 04:40 then our train arrived anDwe left.… https://t.co/ziKLV0Mr0y
1133,3,@RailMinIndia ...dehradun station kae andar...rail neer ke jagah.....bisleri ka paani bik raha hai... please do something...
1134,5,"@RailMinIndia Dear sir, Brother is a cancer patient,have to go Patna( 12394,3A) on 12 june ,plz sir confirm the WL ticket PNR-286-5202662"
1135,0,@sureshpprabhu @RailMinIndia train 12807 S1 heavily soiled dirty toilets. Senior citizens facing problem. Train reaching lalitpur
1136,7,@abhineet_hit  Kindly share PNR number. Matter forwarded to the concerned officials @Drmncrald @ed_eeg
1137,3,@RailMinIndia railway is cheating public if anyone reserving from nzm to Bangalore and boarding in jhansi why catering charge  is from nzm
1138,6,@vikaskh05172507 @Naren_Reddy23 @leomanojc @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndia… https://t.co/bACOZnpAQi
1139,5,"@RailMinIndia hv bn tryin to buk tkts in tatkal quota,bt erytim witin 1mints all tkts usd to buk in any class.kndly prvnt unfair prctce."
1140,0,@RailMinIndia @sureshpprabhu : No water in the S3 compartment of 22149 (Ers-Pune Express) train. Ticket PNR no. is 4631896219. Need help.
1141,1,a sweeper supposed to be thief but the matter is out of the passengers cntrl pnr 4512791357
1142,5,@RailMinIndia This is just to bring into yur notice that bcoz of agents we r not able to book tatkal tkt from RANCHI POST OFFICE.
1143,0,@RailMinIndia sir railway parcel service tracking not working and we are not able to found out parcel status. I parcelled my bike sbc2ers.
1144,0,@RailMinIndia further train no 12583 is nt clean. Bathrooms are nt properly cleaned.In bathrooms ther is liquid soap 70 percent water mixed.
1145,5,@yksharma1985 @RailMinIndia According to this PNR number 2138640781 your berth no. is RAC/S10/55 &amp; attended by on duty TTE
